sentence,label
MIR708 is associated with Neoplasm Invasiveness,1
ERCC6L2 is associated with Ornithine Carbamoyltransferase Deficiency Disease,0
"ARMCX1 is associated with Liver Cirrhosis, Experimental",1
"HDAC2 is associated with Hepatitis, Chronic",0
SAO is associated with Hemolysis,0
EPHB2 is associated with PROSTATE CANCER/BRAIN CANCER SUSCEPTIBILITY,1
IGF2 is associated with Hepatoblastoma,1
"POLR3K is associated with COENZYME Q10 DEFICIENCY, PRIMARY, 2",0
AKT1 is associated with Breast Neoplasms,1
ATG7 is associated with Chediak-Higashi Syndrome,0
CXCL8 is associated with Meretoja syndrome,0
NTF4 is associated with Intellectual Disability,1
DMD is associated with Status Epilepticus,1
PAWR is associated with Prostatic Neoplasms,1
"GFAP is associated with EPILEPSY, FAMILIAL TEMPORAL LOBE, 8",0
PMM2 is associated with Adenocarcinoma Of Esophagus,0
BRCA1 is associated with Malpuech facial clefting syndrome,0
MIR155 is associated with Lung Neoplasms,1
"CCNQ is associated with EPIPHYSEAL DYSPLASIA, MULTIPLE, 6",0
IFNB1 is associated with Breast Neoplasms,1
ATF5 is associated with Glioma,1
HSPB1 is associated with HIV Infections,1
MSH5 is associated with PREMATURE OVARIAN FAILURE 13,1
"PRKCE is associated with Heart Septal Defects, Ventricular",0
MCPH1 is associated with Neutropenia,0
GRIN2A is associated with Morphine Dependence,1
CHRNA2 is associated with Lung Neoplasms,1
F2 is associated with Neurofibrosarcoma,0
"CREB3L4 is associated with Neoplasm Recurrence, Local",1
FGF2 is associated with Inflammation,1
ANXA5 is associated with HELSMOORTEL-VAN DER AA SYNDROME,0
ITGB3 is associated with Autistic Disorder,1
CST3 is associated with Hermanski-Pudlak Syndrome,0
MIR302B is associated with Osteosarcoma,1
GSN is associated with Paratuberculosis,1
"GATA2 is associated with Leukemia, Myelomonocytic, Juvenile",1
GCOM1 is associated with Atrial Fibrillation,1
"GDF2 is associated with MIGRAINE WITH OR WITHOUT AURA, SUSCEPTIBILITY TO, 1",0
FOXE3 is associated with Oguchi disease,0
MIR125B2 is associated with Keratosis palmoplantaris with periodontopathia and onychogryposis,0
COL1A1 is associated with Aortic Dissection,1
BIRC2 is associated with Pseudohypoparathyroidism,0
CYSLTR2 is associated with Vestibular Diseases,0
LCN2 is associated with Intracranial Hemorrhages,0
KRT8 is associated with Liver Cirrhosis,1
COL4A1 is associated with Porencephaly,1
"PIK3CA is associated with ERYTHROCYTOSIS, FAMILIAL, 8",0
HLA-DRB1 is associated with Sarcoidosis,1
COL3A1 is associated with Fatty Liver,1
POU2F2 is associated with Asphyxia Neonatorum,0
C3 is associated with Atypical Hemolytic Uremic Syndrome,1
"PMP22 is associated with Epilepsy, Benign Neonatal",0
"GTF2E2 is associated with TRICHOTHIODYSTROPHY 6, NONPHOTOSENSITIVE",1
MIR7704 is associated with Chemical and Drug Induced Liver Injury,1
MBTPS1 is associated with Craniofacial Abnormalities,1
HRH2 is associated with Coronary Stenosis,1
"AIP is associated with PITUITARY ADENOMA 1, MULTIPLE TYPES",1
"INS is associated with Cutis Laxa With Severe Pulmonary, Gastrointestinal, And Urinary Abnormalities",0
NEDD4 is associated with DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 27,0
"BCAS2 is associated with Lymphoma, Large B-Cell, Diffuse",1
CRTAP is associated with Osteogenesis Imperfecta,1
PRDM5 is associated with Congenital idiopathic intestinal pseudoobstruction,0
ACE is associated with Kidney Diseases,1
"APPL1 is associated with MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 14",1
NOS1 is associated with Nervous System Diseases,1
"NRAS is associated with Molybdenum Cofactor Deficiency, Complementation Group B",0
IKBKG is associated with Pituitary Apoplexy,0
"HERC2 is associated with Hypocalciuric hypercalcemia, familial, type 2",0
KRAS is associated with Panic Disorder,0
"MIR654 is associated with Cell Transformation, Neoplastic",1
"GDF2 is associated with Fractures, Bone",1
GFER is associated with PROSTATE CANCER/BRAIN CANCER SUSCEPTIBILITY,0
"AFP is associated with Cardiomyopathy, Hypertrophic",0
CHST12 is associated with 17-Hydroxysteroid Dehydrogenase Deficiency,0
IGF1 is associated with Kidney Diseases,1
"EPO is associated with Brachydactyly, Type D",0
CD5L is associated with Pharyngeal Neoplasms,0
LGALS3 is associated with Stomach Neoplasms,1
"CA2 is associated with Carcinoma, Hepatocellular",1
"IGF1 is associated with EPIDERMOLYSIS BULLOSA SIMPLEX 6, GENERALIZED INTERMEDIATE, WITH OR WITHOUT CARDIOMYOPATHY",0
GALNS is associated with Mucopolysaccharidosis IV,1
CD40 is associated with Omodysplasia type 1,0
"PDGFA is associated with Bone Diseases, Endocrine",1
IFNAR1 is associated with Virus Diseases,1
MTF1 is associated with Autistic Disorder,1
PEX26 is associated with LEBER CONGENITAL AMAUROSIS 7,0
HCK is associated with Double Outlet Right Ventricle,0
CXCR4 is associated with Metaphyseal Dysplasia without Hypotrichosis,0
HNF1B is associated with Colonic Neoplasms,1
IDH3A is associated with DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 33,0
KRAS is associated with Vascular Calcification,0
"PTEN is associated with Myoclonic Epilepsies, Progressive",0
ICAM1 is associated with Hodgkin Disease,1
PLCZ1 is associated with Thrombosis,0
AHR is associated with Tuberous Sclerosis 2,0
PSMB9 is associated with Pneumoconiosis,1
ALB is associated with BRAIN SMALL VESSEL DISEASE 1 WITH OR WITHOUT OCULAR ANOMALIES,0
PROM1 is associated with Uterine Neoplasms,1
CSF3 is associated with Mediastinal Neoplasms,0
"COL17A1 is associated with Epidermolysis Bullosa, Junctional, Non-Herlitz Type",1
"AMACR is associated with AORTIC ANEURYSM, FAMILIAL THORACIC 11, SUSCEPTIBILITY TO",0
PRKAR1A is associated with Alopecia,1
"NOTCH2 is associated with HYPERCHLORHIDROSIS, ISOLATED",0
"ALK is associated with Lymphoma, Large B-Cell, Diffuse",1
PDGFB is associated with Temple-Baraitser Syndrome,0
ROCK2 is associated with Cardiomegaly,1
IL6 is associated with Premature Birth,1
"DUX4 is associated with Muscular Dystrophy, Facioscapulohumeral",1
NEIL1 is associated with Hyaluronidase Deficiency,0
"HTR2A is associated with Melanoma, Cutaneous Malignant",0
MIR4435-2HG is associated with Lung Neoplasms,1
"FXYD3 is associated with Heart Failure, Diastolic",1
ALDH5A1 is associated with Intellectual Disability,1
AGT is associated with Cognition Disorders,1
CARD8 is associated with Pleural Diseases,1
"CREB5 is associated with Muscular Dystrophy, Limb-Girdle, Type 2L",0
IGF1R is associated with Growth Disorders,1
"CAD is associated with Neoplasms, Squamous Cell",0
APOC3 is associated with Hyperlipoproteinemias,1
AVP is associated with Myasthenia Gravis,0
MT2 is associated with Uveal Melanoma,0
ALDH18A1 is associated with Dent Disease 2,0
CLTRN is associated with Cocaine-Related Disorders,0
"GALNS is associated with CILIARY DYSKINESIA, PRIMARY, 17",0
NDST4 is associated with Prostatic Neoplasms,1
PTGS2 is associated with Autistic Disorder,1
PIPOX is associated with Radioulnar Synostosis with Amegakaryocytic Thrombocytopenia,0
GP1BB is associated with Craniofacial Abnormalities,1
AQP4 is associated with Autistic Disorder,1
FCGR1 is associated with Protein-Losing Enteropathies,0
PTGFR is associated with Endometriosis,1
CSF3 is associated with Agranulocytosis,0
BMAL1 is associated with Myocardial Ischemia,1
CD40 is associated with Status Epilepticus,1
HRAS is associated with Urinary Bladder Neoplasms,1
NEIL1 is associated with Spina Bifida Cystica,0
LDHB is associated with Acute Coronary Syndrome,1
"MIR150 is associated with Mitral Valve Prolapse, Myxomatous 2",0
"COX3 is associated with Von Willebrand disease, platelet type",0
MIR133A2 is associated with Heart Failure,1
ISG15 is associated with Linitis Plastica,0
ROCK2 is associated with Ventricular Remodeling,1
PRKDC is associated with Prostatic Neoplasms,1
"RPL3 is associated with Mammary Neoplasms, Experimental",1
PTGIS is associated with LETHAL CONGENITAL CONTRACTURE SYNDROME 10,0
COBLL1 is associated with Myocardial Reperfusion Injury,1
PPP1R13L is associated with Leukemia,1
COX7B is associated with LINEAR SKIN DEFECTS WITH MULTIPLE CONGENITAL ANOMALIES 2,1
PHLDA1 is associated with Vipoma,0
"MAP3K7 is associated with Cholestasis, Extrahepatic",1
"BAX is associated with HYPOTONIA, INFANTILE, WITH PSYCHOMOTOR RETARDATION",0
"GH1 is associated with Methylcobalamin Deficiency, CblG Type",0
"CLEC4F is associated with Cataract, Coppock-Like",0
PLAT is associated with Macrothrombocytopenia progressive deafness,0
"MOG is associated with Spinocerebellar Ataxia, X-Linked 1",0
FAM184B is associated with Substance-Related Disorders,1
"APOE is associated with Atrial Fibrillation, Familial, 6",0
EXOSC5 is associated with Stomach Neoplasms,1
GALNS is associated with Inflammation,1
"RAPGEF3 is associated with Dermatitis, Atopic",0
CPAP is associated with PEROXISOME BIOGENESIS DISORDER 13A (ZELLWEGER),0
"IRS1 is associated with Diabetes Mellitus, Experimental",1
IL1B is associated with MUCKLE-WELLS SYNDROME,0
"NANOG is associated with Neoplasms, Germ Cell and Embryonal",1
"NPHP3 is associated with Pain, Intractable",0
"GNAI2 is associated with Neoplasm Recurrence, Local",1
"NKX2-1 is associated with Thyroid Cancer, Papillary",1
MAPK9 is associated with Prostatic Neoplasms,1
BRCA1 is associated with Capillary Malformation-Arteriovenous Malformation,0
NOTCH3 is associated with Glioblastoma,1
"AHR is associated with Dermatitis, Contact",1
PRL is associated with Gynecomastia,1
"BCL2 is associated with Death, Sudden",0
"IL6 is associated with PIGMENTED NODULAR ADRENOCORTICAL DISEASE, PRIMARY, 4",0
F54D10.7 is associated with Infertility,1
CNR1 is associated with Endometriosis,1
CASP10 is associated with Inflammatory Bowel Disease 14,0
"REEP1 is associated with Neuronopathy, Distal Hereditary Motor, Type V",1
CCL20 is associated with Skin Diseases,1
FKH-3 is associated with Infertility,1
DDIT4 is associated with Mandibular Neoplasms,0
"ARL6IP5 is associated with CARDIOMYOPATHY, DILATED, 1HH",0
CD83 is associated with HIV-Associated Lipodystrophy Syndrome,0
ERCC2 is associated with Prostatic Neoplasms,1
"ABCA4 is associated with Deafness, Autosomal Recessive 63",0
INPP5E is associated with VACTERL Association With Hydrocephalus,0
BRMS1 is associated with Neoplasm Invasiveness,1
"AKT2 is associated with DEAFNESS, AUTOSOMAL RECESSIVE 36, WITH OR WITHOUT VESTIBULAR INVOLVEMENT;DFNB36 DEAFNESS, AUTOSOMAL DOMINANT, WITHOUT VESTIBULAR INVOLVEMENT,",0
MIR425 is associated with Pulmonary Fibrosis,1
IL1A is associated with Myocardial Ischemia,1
"PTGS1 is associated with Arthritis, Rheumatoid",1
"IL13 is associated with MICROCEPHALY, EPILEPSY, AND DIABETES SYNDROME 1",0
IL1B is associated with Kearns-Sayre Syndrome,1
F13A1 is associated with Thrombophilia Due To Elevated Histidine-Rich Glycoprotein,0
F3 is associated with Pancytopenia,0
ALDH1B1 is associated with Prenatal Injuries,0
KCNE2 is associated with Meningism,0
GNAI2 is associated with 6-pyruvoyl-tetrahydropterin synthase deficiency,0
"CELA1 is associated with LEUKOENCEPHALOPATHY, PROGRESSIVE, WITH OVARIAN FAILURE",0
PADI4 is associated with Cole Carpenter syndrome,0
"CD274 is associated with Macular Degeneration, Age-Related, 9",0
F2 is associated with Glycogen Storage Disease Type VI,0
ADGRF4 is associated with Schizophrenia,1
ATP2B3 is associated with Hypertension,1
GJA1 is associated with Vascular Remodeling,1
"MTOR is associated with Hyperferritinemia, hereditary, with congenital cataracts",0
HOXB9 is associated with Granulomatosis with Polyangiitis,0
"IFNG is associated with Neuropathy, Distal Hereditary Motor, Type IIA",0
"KRT19 is associated with MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (LIMB-GIRDLE), TYPE C, 4",0
GPR55 is associated with Weight Gain,1
CLN6 is associated with Vision Disorders,1
CCM2 is associated with Spondylometaphyseal Dysplasia with Cone-Rod Dystrophy,0
RUNX2 is associated with Uremia,1
"HDAC9 is associated with Osteoarthritis, Hip",1
MIR125A is associated with Heart Failure,1
MIR4497 is associated with Heart Failure,1
POMC is associated with Hypercalciuria,1
GFOD3P is associated with Oligodendroglioma,1
CASK is associated with Alexander Disease,0
"CRPPA is associated with Neutrophilia, Hereditary",0
GDF9 is associated with Polycystic Ovary Syndrome,1
"LOX is associated with AORTIC ANEURYSM, FAMILIAL THORACIC 10",1
"DMRT1 is associated with Cardiomyopathy, Alcoholic",0
MIR191 is associated with Neoplasm Invasiveness,1
"RRM2 is associated with Disease Models, Animal",1
APC is associated with Autistic Disorder,1
DNAH8 is associated with Cocaine-Related Disorders,1
CYP3A11 is associated with Basaran Yilmaz syndrome,0
CASK is associated with Eye Diseases,0
"PRTN3 is associated with Leukemia, Myelogenous, Chronic, BCR-ABL Positive",1
ALB is associated with Joubert syndrome 3,0
CARD11 is associated with B-CELL EXPANSION WITH NFKB AND T-CELL ANERGY,1
EPHA7 is associated with Small Cell Lung Carcinoma,1
CAT is associated with Asphyxia Neonatorum,1
OFD1 is associated with Orofaciodigital syndrome type1,1
"EIF2AK1 is associated with Embolism, Cholesterol",0
MME is associated with Angiokeratoma,0
"MIR877 is associated with Cell Transformation, Neoplastic",1
"BRCA2 is associated with Cataract, Pulverulent, Juvenile-Onset",0
FTCD is associated with Brain Injuries,0
"NBAS is associated with Muscular Dystrophy, Congenital, Due To Integrin Alpha-7 Deficiency",0
"BUB1B is associated with CILIARY DYSKINESIA, PRIMARY, 24",0
"FAT4 is associated with Acromesomelic dysplasia, Maroteaux type",0
"CAV3 is associated with Rippling muscle disease, 1",1
ATP7B is associated with Pigmented Paravenous Chorioretinal Atrophy,0
HSPA5 is associated with Lymphatic Metastasis,0
"MUC1 is associated with Cell Transformation, Neoplastic",1
"HOXD9 is associated with Adenocarcinoma, Mucinous",1
"MYT1L is associated with Carcinoma, Renal Cell",0
CCBE1 is associated with Hydrops Fetalis,1
"PTH1R is associated with Carcinoma, Hepatocellular",1
KDM1A is associated with Neoplasm Invasiveness,1
ADCY3 is associated with Diabetic Angiopathies,1
F2 is associated with Teratozoospermia,0
ANTXR2 is associated with Fibroma,1
CD7 is associated with Myostatin-related muscle hypertrophy,0
"MYH2 is associated with Inclusion Body Myopathy 3, Autosomal Dominant",1
"HERC5 is associated with Carcinoma, Hepatocellular",1
APP is associated with Fragile X Syndrome,1
CD3E is associated with Gastrointestinal Stromal Tumors,1
CHRNA7 is associated with Alzheimer Disease,1
"DOK2 is associated with Blepharophimosis, Ptosis, and Epicanthus Inversus",0
CCND1 is associated with Brain Neoplasms,1
HR is associated with Atrichia with Papular Lesions,1
"MIR369 is associated with Lipodystrophy, Partial, Acquired",0
LGALS3 is associated with ST Elevation Myocardial Infarction,1
EGR1 is associated with Mesothelioma,1
CCR2 is associated with COVID-19,1
MAPK3 is associated with Hyperalgesia,1
AKR1C4 is associated with Mosaic variegated aneuploidy syndrome,0
CELP is associated with Seckel syndrome 2,0
IL2 is associated with Fibular hypoplasia and complex brachydactyly,0
CR1 is associated with Malaria,1
"DDHD1 is associated with Spastic Paraplegia 28, Autosomal Recessive",1
AURKA is associated with Asphyxia Neonatorum,0
"COL11A2 is associated with Hearing Loss, Sensorineural",1
KRAS is associated with Synovitis,0
EDN1 is associated with Leukocyte-Adhesion Deficiency Syndrome,0
GSTO1 is associated with Nephrocalcinosis,0
GDF2 is associated with Bowen-Conradi syndrome,0
HNF1B is associated with Lung Neoplasms,1
IL2 is associated with Urinary Bladder Neoplasms,1
NPAS2 is associated with MIRROR MOVEMENTS 2,0
MRPL44 is associated with COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 16,1
COL4A1 is associated with Immune dysfunction with T-cell inactivation due to calcium entry defect 1,0
GTPBP2 is associated with Hereditary Sensory and Autonomic Neuropathies,0
"PMPCA is associated with Spinocerebellar Ataxia, Autosomal Recessive 2",1
"CD86 is associated with Liver Cirrhosis, Experimental",1
"COL1A2 is associated with MYOPIA 23, AUTOSOMAL RECESSIVE",0
CDYL is associated with Small Cell Lung Carcinoma,1
"CDKN1A is associated with DEAFNESS, AUTOSOMAL DOMINANT 22;DFNA22 DEAFNESS, AUTOSOMAL DOMINANT 22, WITH HYPERTROPHIC CARDIOMYOPATHY,",0
COG4 is associated with Alpha-Methylacyl-CoA Racemase Deficiency,0
"GATA6 is associated with HEART DEFECTS, CONGENITAL, AND OTHER CONGENITAL ANOMALIES",1
AHSG is associated with MACULAR DYSTROPHY WITH CENTRAL CONE INVOLVEMENT,0
C3 is associated with Factor XI Deficiency,0
"POT1 is associated with Hypoproteinemia, Hypercatabolic",0
"MEIS1-AS3 is associated with Hematoma, Subdural",0
NOTUM is associated with Lung Diseases,0
PLAU is associated with Bone Neoplasms,1
IGF1 is associated with THROMBOCYTOPENIA 5,0
MIR885 is associated with Chemical and Drug Induced Liver Injury,1
RASL10B is associated with Polycystic Ovary Syndrome,1
NR0B2 is associated with Obesity,1
ACVR1 is associated with Breast Neoplasms,1
JAK2 is associated with Trigeminal Neuralgia,0
"RNU6-148P is associated with PONTOCEREBELLAR HYPOPLASIA, TYPE 10",0
FLVCR1 is associated with Thymic epithelial tumor,0
EDN3 is associated with Hypertension,1
HBA1 is associated with Cerebral Infarction,1
RBM26 is associated with DYSCHROMATOSIS UNIVERSALIS HEREDITARIA 3,0
DICER1 is associated with Endometriosis,1
HIVEP2 is associated with Jansen type metaphyseal chondrodysplasia,0
PIK3CA is associated with Mouth Neoplasms,1
MIR1306 is associated with Chemical and Drug Induced Liver Injury,1
ABCB1 is associated with Escherichia coli Infections,1
MIR96 is associated with Sjogren's Syndrome,0
DNMT3B is associated with Immunologic Deficiency Syndromes,1
"KIF1B is associated with Liver Failure, Acute",0
"NPPB is associated with Hypertension, Pulmonary",1
DAO is associated with Schizophrenia,1
EGFR is associated with COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 19,0
HMGN1P38 is associated with Hepatoblastoma,0
MRE11A is associated with Wilson-Turner X-linked mental retardation syndrome,0
PLP1 is associated with Brunner Syndrome,0
FREM1 is associated with Hereditary renal agenesis,1
PLCE1 is associated with Severe Dengue,1
"COL15A1 is associated with Carcinoma, Hepatocellular",1
BMPER is associated with Diaphanospondylodysostosis,1
EWSR1 is associated with Myofibrillar Myopathy,0
MIR3529 is associated with Adenocarcinoma of Lung,1
AGT is associated with PREMATURE OVARIAN FAILURE 13,0
"LIN7A is associated with Liver Cirrhosis, Experimental",1
MTHFR is associated with Cleft Lip,1
"RAD21 is associated with Leukemia, Megakaryoblastic, of Down Syndrome",1
CD274 is associated with Medulloblastoma,0
REN is associated with Heart Failure,1
MYH9 is associated with LEFT VENTRICULAR NONCOMPACTION 8,0
COL1A1 is associated with INTELLECTUAL DEVELOPMENTAL DISORDER WITH LANGUAGE IMPAIRMENT AND WITH OR WITHOUT AUTISTIC FEATURES,0
RBP4 is associated with Dent Disease,0
KRT18 is associated with Branchio-Oto-Renal Syndrome,0
MTDH is associated with Colorectal Neoplasms,1
CDKN2A is associated with Fluoride Poisoning,1
ALOX12 is associated with Hyperalgesia,1
"PPARGC1A is associated with Muscular Dystrophies, Limb-Girdle",0
MIR106B is associated with Osteosarcoma,1
NRG3 is associated with Schizophrenia,1
CYP11B1 is associated with Congenital adrenal hyperplasia due to 11-Beta-hydroxylase deficiency,1
MTHFR is associated with Kidney Diseases,1
MYBL1 is associated with Glioma,1
IFNA1 is associated with Epidermolysis Bullosa Simplex with Migratory Circinate Erythema,0
"CMTR2 is associated with Carcinoma, Adenoid Cystic",1
"NME1 is associated with Heterotopia, Periventricular, Ehlers-Danlos Variant",0
MIR204 is associated with Sandhoff Disease,0
"MARCKS is associated with Arthritis, Rheumatoid",1
HLA-DQB1 is associated with Pendred syndrome,0
"CNTN4 is associated with Polyendocrinopathies, Autoimmune",0
MASP1 is associated with Malpuech facial clefting syndrome,1
ERBB2 is associated with Coronary Vessel Anomalies,0
NCF1 is associated with Amyloid angiopathy,0
JUND is associated with Liver Cirrhosis,1
HMGCL is associated with RETINITIS PIGMENTOSA 76,0
DICER1 is associated with Hyperthyroxinemia,0
"RETN is associated with ANEMIA, CONGENITAL, NONSPHEROCYTIC HEMOLYTIC, 6",0
MT3 is associated with Neoplasm Invasiveness,1
COMT is associated with Autoimmune Diseases of the Nervous System,0
"PDSS1 is associated with COENZYME Q10 DEFICIENCY, PRIMARY, 2",1
ESS2 is associated with SPONDYLOPERIPHERAL DYSPLASIA,0
"PAX6 is associated with Diabetes Mellitus, Type 2",1
"AEN is associated with Liver Cirrhosis, Experimental",1
"PHLDA1 is associated with Carcinoma, Hepatocellular",1
KDR is associated with Hemangiosarcoma,1
JAGN1 is associated with Simpson-Golabi-Behmel syndrome,0
NLRP3 is associated with Arsenic Poisoning,1
AFAP1L2 is associated with Meningoencephalitis,0
"CD36 is associated with Liver Cirrhosis, Experimental",1
KLKB1 is associated with Carotid Artery Thrombosis,1
CNTNAP2 is associated with Cowchock syndrome,0
ERCC2 is associated with Retinitis Pigmentosa 46,0
CD69 is associated with Motor Skills Disorders,0
"CDO1 is associated with Diabetes Mellitus, Type 2",1
PTEN is associated with Polydactyly,1
"MIR125B1 is associated with Diabetes Mellitus, Type 2",1
"CSN2 is associated with Mammary Neoplasms, Animal",1
"CCKBR is associated with CUTIS LAXA, AUTOSOMAL RECESSIVE, TYPE IID",0
NFKBIA is associated with Vasculitis,1
ERCC2 is associated with Sunburn,1
MEP1A is associated with Pharyngeal Neoplasms,0
"MSLN is associated with Neoplasms, Mesothelial",1
CCBE1 is associated with Intellectual Disability,1
"GATM is associated with Ectodermal Dysplasia, Hypohidrotic, Autosomal Recessive",0
RIT1 is associated with NOONAN SYNDROME 8,1
NOTCH2 is associated with DYSCHROMATOSIS UNIVERSALIS HEREDITARIA 3,0
NPHS2 is associated with Nephrosis,1
"PTMA is associated with Chondrodysplasia, Grebe type",0
CFTR is associated with Cystic Fibrosis,1
GABRB1 is associated with Neurobehavioral Manifestations,0
"HCLS1 is associated with Arthritis, Rheumatoid",1
HS3ST5 is associated with Pediatric Obesity,0
IL1R2 is associated with Armfield X-Linked Mental Retardation Syndrome,0
ID4 is associated with Stomach Neoplasms,1
CYBA is associated with Burns,0
"MIR6769B is associated with Cardiac Arrhythmia, Ankyrin-B-Related",0
"NPPA is associated with Hypertrophy, Left Ventricular",1
"CXADR is associated with Niemann-Pick disease, type C2",0
"HAND2 is associated with CYANOSIS, TRANSIENT NEONATAL",0
"ABCB7 is associated with Anemia, sideroblastic spinocerebellar ataxia",1
MIR9-1 is associated with Neurobehavioral Manifestations,1
PTK2B is associated with Skin Neoplasms,1
NRG1 is associated with Heart Failure,1
LRAT is associated with Vitamin A Deficiency,1
ATP7A is associated with NEURODEVELOPMENTAL DISORDER WITH SPASTIC DIPLEGIA AND VISUAL DEFECTS,0
CYP19A1 is associated with Orofaciodigital syndrome 6,0
"CPT2 is associated with ENCEPHALOPATHY, ACUTE, INFECTION-INDUCED, SUSCEPTIBILITY TO, 4",1
IL1RN is associated with Cleidocranial Dysplasia,0
KCNJ4 is associated with Cleft Lip,0
HSPA5 is associated with Inflammatory Breast Neoplasms,0
BIRC5 is associated with Multiple Organ Failure,0
CYP2B9 is associated with Immune Complex Diseases,0
RAD51 is associated with MIRROR MOVEMENTS 1,1
PLEC is associated with Goiter,0
GDF2 is associated with Lymphedema distichiasis syndrome,0
"CXCR4 is associated with TOBACCO ADDICTION, SUSCEPTIBILITY TO",0
"KCNE1 is associated with Craniosynostosis, anal anomalies, and porokeratosis",0
AHI1 is associated with Cerebellar Diseases,1
"OSM is associated with BREAST-OVARIAN CANCER, FAMILIAL, SUSCEPTIBILITY TO, 4",0
LYN is associated with HIV Infections,1
"COX3 is associated with Optic Atrophy, Hereditary, Leber",1
AQP1 is associated with Pain,1
HTRA4 is associated with WATSON SYNDROME,0
CDKN2A is associated with Adenocarcinoma,1
LEPR is associated with Xeroderma Pigmentosum,0
DNAAF3 is associated with Kartagener Syndrome,1
CXCL8 is associated with Endometriosis,0
PTK2 is associated with Glutathionuria,0
"ATP9B is associated with Syndactyly, type v",0
NDST1 is associated with Apnea,0
"LTBP4 is associated with Hernia, Umbilical",0
IL10 is associated with Microcephaly with Mental Retardation and Digital Anomalies,0
LDLR is associated with Tuberous Sclerosis,0
ACTN4 is associated with Carcinoma,1
GAS6 is associated with Myelodysplastic Syndromes,0
ALDH9A1 is associated with Chemical and Drug Induced Liver Injury,1
PI4KB is associated with Coronavirus Infections,1
NOS1 is associated with Prune Belly Syndrome,0
"F2RL3 is associated with Mental Retardation, X-Linked, Syndromic 10",0
"GREP1 is associated with Atypical Mycobacteriosis, Familial, X-Linked 2",0
"F7 is associated with Cardiomyopathy, Familial Hypertrophic, 10",0
"EMG1 is associated with Leiomyoma, Epithelioid",0
"NGB is associated with Heredodegenerative Disorders, Nervous System",1
FGF10 is associated with ACID-LABILE SUBUNIT DEFICIENCY,0
NR1I2 is associated with Osteosarcoma,1
ALAD is associated with Neurodegenerative Diseases,0
PRPS1 is associated with Weight Gain,1
"KPTN is associated with INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL RECESSIVE 41",1
CXCL8 is associated with LEUKOENCEPHALOPATHY WITH ATAXIA,0
FZD4 is associated with Arachnodactyly,1
PRDX6 is associated with Down Syndrome,1
RAC1 is associated with Melanoma,1
CALCA is associated with Neurogenic Inflammation,1
CCL5 is associated with Asthma,1
MYLK is associated with Diabetic Neuropathies,0
"NME2 is associated with DEAFNESS, AUTOSOMAL RECESSIVE 89",0
"GDAP1 is associated with Charcot-Marie-Tooth disease, Type 4A",1
CDKN1C is associated with Melanoma,1
LGALS2 is associated with Homocarnosinosis,0
PPP3CA is associated with Encephalocraniocutaneous lipomatosis,0
CDKN1A is associated with Androgen-Insensitivity Syndrome,0
INS1 is associated with Nose Neoplasms,0
"GBA1 is associated with Gaucher Disease, Type Iiic",1
"FAAH is associated with CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2S",0
"CAPZB is associated with Mammary Neoplasms, Animal",1
NR1H4 is associated with Orthomyxoviridae Infections,0
ALDH2 is associated with Vascular Diseases,1
"CDK6 is associated with VENTRICULAR TACHYCARDIA, CATECHOLAMINERGIC POLYMORPHIC, 1, WITH OR WITHOUT ATRIAL DYSFUNCTION AND/OR DILATED CARDIOMYOPATHY",0
HTR7 is associated with Striatonigral degeneration infantile,0
MIR1249 is associated with Schistosomiasis mansoni,0
ACTN4 is associated with Abetalipoproteinemia,0
"CPT1A is associated with Diabetes Mellitus, Experimental",1
ASRGL1 is associated with Cryopyrin-Associated Periodic Syndromes,0
FASN is associated with X-Linked Emery-Dreifuss Muscular Dystrophy,0
"IGFBP7 is associated with PSEUDOHYPOALDOSTERONISM, TYPE IIE",0
NPPA is associated with Myocardial Infarction,1
EZH2 is associated with Primary Myelofibrosis,1
ABHD12 is associated with Joubert syndrome 5,0
IRAK1 is associated with Coronary Artery Disease,1
"ADAMTS13 is associated with Purpura, Thrombotic Thrombocytopenic",1
CDKN1B is associated with Nephropathy with Pretibial Epidermolysis Bullosa and Deafness,0
PRKAR1A is associated with Cushing Syndrome,1
LRAT is associated with Leber Congenital Amaurosis 14,1
"MIR376B is associated with Neoplasms, Experimental",1
HNF4A is associated with BARDET-BIEDL SYNDROME 22,0
"GDF1 is associated with CONGENITAL HEART DEFECTS, MULTIPLE TYPES, 6",1
CYP17A1 is associated with Arteriovenous Malformations,0
GDF5 is associated with Osteoarthritis,1
"MIR99B is associated with BRACHYDACTYLY, TYPE A1, C",0
CAMK2B is associated with Marijuana Abuse,1
HGF is associated with Malonic aciduria,0
"MIR378A is associated with Cataract, Congenital Zonular, with Sutural Opacities",0
CNDP2 is associated with Fatty Liver,1
MIR203A is associated with Brain Ischemia,0
PARP1 is associated with 3-methylcrotonyl CoA carboxylase 1 deficiency,0
